,0
3394, Azure Development
3395, Design Software or CAD experience
3396,Quality Assurance procedures
3397,Heating and Ventilation Building Services
3398,17th Edition Institute
3399,Uninterruptible Power Supply
3400,greater and more intuitive end-user options
3401,Define and document change requirements
3402,engineering and business process modelling activities
3403,Agile and TDD processes Experience
3404,Express Typescript Microservices
3405,Agile principles
3406," Qualifications - C&G 2330 or equivalent, 16th edition IEE regulations"
3407,Fully Embedded Software Lifecycle Experience
3408,Test)Desirable Experience
3409,Cisco Jabber
3410,Microsoft Certified Professional (MCP
3411," Windows 7-10, Microsoft Active Directory"
3412,Enterprise anti-virus solutions
3413,Enterprise encryption solutions
3414,Windows PC/laptop management
3415, Architecture and API design
3416,Azure DevOps
3417,CAD experience
3418,Helix Core product
3419,triage and support teams
3420,"A collaborative, positive approach"
3421,ASP.Net OR
3422,Azure DevOps
3423,Agile software development
3424,Azure cloud hosting
3425,Clear and transparent communication
3426,Python and SQL databases
3427,Strong SQL skills
3428,A visualization expert
3429,business and functional value capture
3430,Microsoft Azure
3431,MySQL experience
3432,Adobe Photoshop or Illustrator experience
3433,authentication and authorization systems
3434,SSO solutions
3435,Privileged Access Management Systems
3436,the Identity Lifecycle Management and Identity Governance
3437,Identity workflow
3438,centralized IAM directories
3439,Identity Lifecycle Management Solutions
3440,Identity Governance Products
3441,Microsoft Active Directory
3442,Privileged Access Management Systems
3443,Authentication and Security requirements
3444,programming and technical expertise
3445,Agile methodology
3446,National Grid architecture standards
3447,API development
3448,Azure PaaS and SaaS solution development technologies
3449,Azure FunctionsAzure App Service Fabric
3450,Microsoft Azure API
3451,REST and data-based APIs
3452,facadesAzure Identity Management and Security technologiesAzure Service Bus and Azure Event Hub/Azure Event GridAzure AI
3453,Machine Learning platformsMicrosoft Azure Operational
3454,Express js
3455,Advanced REST ClientAPI development
3456,Managed File Transfers
3457,the Cyber Security field
3458,easy and timely access
3459,particularly SQL Server
3460,Microsoft BI solutions
3461," Database administration, maintenance and monitoring skills"
3462,Data Warehouse methodologies
3463, Comprehensive documentation skills
3464,Azure Data Factory
3465,SQL Database
3466,AWS Redshift
3467,Apache Spark
3468,Microsoft Data Export Service
3469,Citrix Hypervisor
3470,the Cognos system
3471,the Cognos application
3472,Defines and documents hardware/software interfaces
3473,SQL Server and relational databases
3474,Monitoring issue resolution-software engineer
3475,our Monitoring and Tooling methodologies
3476,Product portfolios
3477,performance vulnerabilities
3478,the Performance Footprints
3479,New Relic
3480,All Apps Technology and Data Hub performance optimization experience
3481,Monitoring & Alerting tools
3482,Azure Monitor
3483,agile and scrum project management
3484,our Monitoring & Observability platform
3485,· Monitoring & Observability platform
3486,WebSphere MQ
3487,NoSQL databases
3488,A bachelor’s degree
3489,detailed process workflow
3490,a Master’s degree
3491,UI/UX frameworks
3492,JavaScript front-end and SPA frameworks
3493,UI development
3494,HTML and CSS frameworks
3495,the DevOps way
3496,Core Java
3497,SQL composition skills
3498,Core Java
3499,SQL compositions
3500,DevOps solutions
3501,a hybrid cloud environment
3502,their cloud configurations
3503,security alerting
3504,security alerts
3505,new cloud-based initiatives
3506,the cloud networking offerings
3507,technical security assessments
3508,cloud orchestration tools
3509,Lead SDET
3510,strategic and tactical automation direction
3511,Platform Automation Roadmaps
3512,Master’s degree
3513,analytical and problem-solving skills
3514,new and existing complex database backed applications
3515,Design and document complex technical database schema
3516,Java applications
3517,SQL scripts
3518,configuration management environments
3519,Advanced verbal and written communication skills
3520,Master’s degree
3521,Java GUI development experience
3522,Oracle RDBMS
3523,Microsoft SQL Server
3524, Advanced organizational and analytical skills
3525,Web Services/APIs/Microservices architecture
3526,a Lead Programmer
3527,SAS programs
3528,Analysis Results Metadata
3529,QA and client audits
3530,Active Directory/DHCP/DNS/Group Policy
3531,the Solution Architects
3532,Architect efficient and reusable front-end systems
3533,RESTful API services
3534,Experience deploying
3535,.. Suite BI Microsoft
3536,IBM App
3537,.. Technologies Azure
3538,Azure SQL Database
3539,que CRM et ERP
3540,NetSuite OneWorld
3541,business and systems analysts
3542,TRM&IS regulations
3543,standard Agile methodology
3544,Lead CSR
3545,A valid driver’s license
3546,Food Safety Management certification
3547,Quality Assurance
3548,QA/Test Analysts
3549,valid and invalid records
3550,the Test/QA procedures
3551,sustainable and quantifiable business process improvements
3552,Quality Assurance
3553,QA/Testing methodology
3554,voltage and speed regulation
3555,OPC Server / Client
3556,Product Designers
3557,Google Analytics
3558,Adobe Creative Suite
3559,Adobe Illustrator
3560,UI/UX design
3561,Predictive modeling and machine learning experience
3562,breed Cloud technologies
3563,a JavaScript framework
3564,an Agile environment
3565,automated testing frameworks
3566,Technical/quantitative university degree
3567,Electronics and Communication Engineering
3568,5G NR
3569, Good and demonstrable knowledge
3570, Professional Java development experience
3571,AWS database
3572,other AWS technologies
3573,Android SDK
3574,Android UX/UI guidelines
3575,performance optimisation
3576,Desktop/EPOS environment
3577,procedural and contractual agreements
3578,Customer Checksheets
3579,A Methodical and accurate approach
3580,A Bachelor’s degree
3581,Data Analytics
3582,Java/J2EE
3583,Microsoft stack
3584,Oracle Cloud
3585,AI/ML
3586,AWS cloud
3587,Core Java
3588,No-SQL datastore
3589,new and innovative application experiences
3590,Programming proficiency
3591,iOS UI design principles
3592,API design
3593,reusable Java libraries
3594,other Business Stakeholders
3595,Oracle Database PL/SQL
3596,Oracle RAC Environments
3597,Backup utilities
3598,Cloud-native deployments
3599,Enterprise Integration Patterns
3600,Java scripting
3601,A National Grid Competent Person qualification
3602,Microsoft SQL Server
3603,Microsoft Entity Framework
3604,other JavaScript frameworks
3605,testing frameworks
3606,solution architects
3607,technical and functional guidance
3608,QA and client end-user teams
3609, Ensure and Review application compliance
3610,/DevOps teams
3611,B.Tech/M.Tech/MSc
3612,CS)/MCA
3613,Java certifications
3614,Java programming
3615,Core Java
3616,Linux Operating systems-
3617,AWS Route
3618,Senior Software Developer Project Role Description
3619,the BI developers
3620,ANSI SQL Oracle
3621,PLSQL and Snowflake database
3622,SQL Queries
3623,complex SQL queries
3624,PL/SQL code
3625,performance tuning
3626,SQL queries
3627,logical and physical data models
3628,cloud data warehouses
3629,AWS Redshift
3630,Agile · Hands-on experience
3631,· Visualization Tool
3632,embedded C SW design
3633,Operating System - Linux/ QNX/ SYSBIOS/ Vxworks/ Integrity/ ROS
3634,leading and mentoring teams
3635,product and platform performance optimization
3636,project management methodologies
3637,Android APIs
3638,Java Native Interface
3639,verbal and written English communication
3640,Marketing verticals
3641,Experience empathy
3642,its UI implications
3643,Bachelor's/Master’s degree Information technology
3644,GIT repositories o Experience
3645,an Agile environment
3646,portal plus premium service platforms
3647,the User Experience (UX) team
3648,PHP Developer requirements
3649,User authentication
3650,MySQL ·      Experience
3651,QA/testing domain
3652,PLM Domain experience
3653,Automation testing tools
3654,Windows/Linux OS
3655,Core Java
3656,performance bottlenecks
3657,performance tuning
3658,backend Java/Groovy/Go
3659,Java programming
3660,Unix/Linux environments
3661,Workflow automation
3662,Data Warehouse(Teradata
3663, DB system design
3664, Strong DB architecture knowledge
3665, Cognos / Tableau
3666,Azure tools
3667,Building API data
3668,SQL datasets
3669,Azure Databricks
3670,Power BI experts
3671,SQL databases
3672,Microsoft Azure Tools & ETL processes
3673,API development
3674,Java-J2EE Development Extensive technical experience
3675,Core Java
3676,Agile Development
3677, B.Tech / B.E.
3678, Backend: Core Java
3679,Core Java
3680,API integration
3681,Magento platform
3682,POS terminal development
3683,Agile Scrum methodology
3684,"Self-motivated, critical thinker"
3685,Java-based server-side applications
3686,Core Java
3687,Java EE platforms
3688,Object Oriented analysis
3689,JPA and Hibernate framework
3690,B.Tech / MCA
3691,CPQ Salesforce Developement
3692,Cloudsense and Salesforce CPQHands
3693,CloudSense Sales Console
3694,Cloudsense Solution Console
3695,Salesforce Administrator
3696,Java ScriptingForce.com
3697,Linux and Windows operating systems
3698,Core Java
3699,", SQL optimisation(s"
3700,SQL Query Optimization(s
3701,Web Service APIs
3702,DevOps principles
3703,JavaScript Development
3704, Strong Technical Background REST API
3705,API Management / API Gateways products
3706,Data Logging
3707,Inbound Outbound requests
3708,the API solutions prototypes
3709,API Gateways fundamentals
3710,API Security
3711,Open API standards
3712,API testing tools
3713,DevOps and Code versioning tools
3714,API promotions
3715,Customer Onboarding
3716,device UI architecture
3717,Agile methodologies
3718,IoT Edge related architecture
3719,Java Core
3720,Google Pubsub
3721,Amazon Kinesis
3722,Amazon SQS
3723,   ·      Continuous Integration tools
3724,      architectural and code review
3725,onsite and remote engineering teams
3726,API and data requirements
3727,A self-starter and fast learner
3728,image processing algorithms
3729,Windows & Linux platform
3730,automated testing platforms
3731,Java and Spring boot
3732,Java & Spring boot
3733,IDE tools
3734,performance optimization
3735,Code Quality Metrics
3736,Technical documentation
3737,Guide/Mentor junior developers
3738,Agile Teams
3739,Application Lifecycle Management tools
3740,"Azure, AWS"
3741,GCP services
3742,API ecosystem
3743,API development
3744,API customers
3745,AWS cloud services
3746,API Management solutions
3747,AWS API Gateway / Mulesoft API
3748,Agile frameworks
3749,cloud technologies(preferably Pivotal Cloud Foundry
3750,No-SQL(MongoDB
3751,business and technical stakeholders
3752,modernized and sustainable technology roadmaps
3753,XP/Agile/SCRUM development methodologies
3754,written and interpersonal skills
3755,DevOps principles
3756,Object Oriented Analysis
3757,Core Java
3758,Java Enterprise Edition
3759,JBoss and Cloud technologies
3760,Developer or Application Developer ·       Hands-on design
3761,C#.NET ·       Proficiency
3762,SQL Server
3763,Object-Oriented Programming
3764,Web API
3765,Entity Framework Core
3766,Common Language Runtime
3767,automated testing platforms
3768,technical and non-technical audiences
3769,Test Specifications
3770,Embedded C/C++
3771,SysC.  Embedded System
3772,embedded C/C++
3773,HiL testing environments
3774,Automation experience
3775,Non-Automotive space eg
3776,HiL testing environments
3777,Automation experience
3778,ECU Control Software
3779,Predictive modeling and machine learning experience
3780,(Java / Scala
3781,public/private cloud environments
3782,offensive security tactics
3783,Scrum/Agile development methodologies
3784,#IT #ENG
3785,(Java / Scala
3786,public/private cloud environments
3787,offensive security tactics
3788,(Java / Scala
3789,Scrum/Agile development methodologies
3790,#IT #ENG
3791,Scrum/Agile development methodologies
3792,#IT #ENG
3793,Scrum/Agile development methodologies
3794,#IT #ENG
3795,frontend and backend systems
3796,technical and crypto experience
3797,Azure.. Experience managing
3798,GIT Flow
3799,: NoSQL technologies
3800,"iOS, Android, Web, and API services"
3801,Experience building API products
3802,Experience building API products
3803,Experience building API products
3804,infrastructure readiness
3805,AI/ML/DL
3806,infrastructure readiness
3807,AI/ML/DL
3808,infrastructure readiness
3809,AI/ML/DL
3810,infrastructure readiness
3811,AI/ML/DL
3812,cloud computing
3813,Kotlin/Java
3814,our Agile and Scrum practices
3815,"Agile, Analytics"
3816,GIT Flow
3817,"iOS, Android, Web, and API services"
3818,Lead and mentor other technical team members
3819,our Agile and Scrum practices
3820,"iOS, Android, Web"
3821,"Agile, Analytics"
3822,"iOS, Android, Web, and API services"
3823,"iOS, Android, Web"
3824,Docker and Kubernetes experience
3825,a DevOps culture
3826,"iOS, Android, Web, and API services"
3827,GIT Flow
3828,: NoSQL technologies
3829,"iOS, Android, Web, and API services"
3830,: NoSQL technologies
3831,Azure Service Bus
3832,"iOS, Android, Web, and API services"
3833,Lead and mentor other technical team members
3834,our Agile and Scrum practices
3835,"iOS, Android, Web"
3836,"Agile, Analytics"
3837,"iOS, Android, Web, and API services"
3838,Lead and mentor other technical team members
3839,our Agile and Scrum practices
3840,"iOS, Android, Web"
3841,"Agile, Analytics"
3842,"iOS, Android, Web, and API services"
3843,GIT Flow
3844,: NoSQL technologies
3845,"iOS, Android, Web, and API services"
3846,GIT Flow
3847,: NoSQL technologies
3848,"iOS, Android, Web, and API services"
3849,Scrum/Agile development methodologies
3850,"iOS, Android, Web"
3851,Docker and Kubernetes experience
3852,a DevOps culture
3853,"iOS, Android, Web, and API services"
3854,Kotlin/Java
3855,"iOS, Android, Web"
3856,Docker and Kubernetes experience
3857,a DevOps culture
3858,"iOS, Android, Web, and API services"
3859,Experience building API products
3860,Scrum/Agile development methodologies
3861,JavaScript/Scala/Spark/Kafka
3862,JavaScript client
3863,(Java / Scala
3864,Lambda Architectures
3865,Apache Spark
3866,Scrum/Agile development methodologies
3867,SQL Server
3868,SQL Server
3869,JavaScript client
3870,(Java / Scala
3871,Lambda Architectures
3872,Kotlin/Java
3873,"iOS, Android, Web"
3874,Docker and Kubernetes experience
3875,a DevOps culture
3876,"iOS, Android, Web, and API services"
3877,: NoSQL technologies
3878,Azure Service Bus
3879,"iOS, Android, Web, and API services"
3880,JavaScript/Scala/Spark/Kafka
3881,JavaScript client
3882,(Java / Scala
3883,Lambda Architectures
3884,JavaScript/Scala/Spark/Kafka
3885,JavaScript client
3886,(Java / Scala
3887,Lambda Architectures
3888,SQL Server
3889,JavaScript client
3890,(Java / Scala
3891,Lambda Architectures
3892,JavaScript client
3893,(Java / Scala
3894,Lambda Architectures
3895,: NoSQL technologies
3896,Azure Service Bus
3897,"iOS, Android, Web, and API services"
3898,JavaScript/Scala/Spark/Kafka
3899,JavaScript client
3900,(Java / Scala
3901,Lambda Architectures
3902,SQL Server
3903,SQL Server
3904,JavaScript/Scala/Spark/Kafka
3905,JavaScript client
3906,(Java / Scala
3907,Lambda Architectures
3908,scalable and reliable microservices
3909,Agile tools
3910,2- DB2/SQL
3911,6- Unix background
3912,7- BIRT Report design
3913,Agile development methodologies
3914,REST API design and migration experience
3915,Dot Net Core development
3916,PostgreSQL/MS SQL
3917,Linux system admin
3918,Cloud/Hosting solutions
3919,Technical expertise
3920,relational and/or NoSQL databases
3921,(SQL Server/ MongoDB / Cassandra)Knowledge
3922,technology and domain standpoint
3923,IT SDLC lifecycle phases
3924,both SQL and NoSQL databases
3925,Redis.. Own product releases
3926,design and implementation phases
3927,Android and iOS platforms
3928,security/penetration testing
3929,design and implementation phases
3930,Android and iOS platforms
3931,security/penetration testing
3932,verbal and written communication skills
3933,deductive and inductive problem solving
3934,Fast prototyping
3935,Bachelors - Information Systems
3936,our Agile system
3937,competitive and innovative products
3938,design and implementation phases
3939,Android and iOS platforms
3940,security/penetration testing
3941,Qualcomm Application DSP
3942,Audio Hardware interfaces
3943,LXC container Architectures
3944,Remote and OnSite Support
3945,Code Customization
3946,C/C++ /Java programming
3947,Android Multimedia Framework
3948,Linux ALSA Architecture
3949,audio processing pipeline
3950,Bachelors - Information Systems
3951,Embedded Device Drivers
3952,Embedded Linux
3953,Linux kernel knowledge
3954,hands-on experience debugging complex embedded software
3955,Linux and Android multimedia software
3956,Android HAL
3957,Linux user mode and kernel mode
3958,Linux kernel knowledge
3959,hands-on experience debugging complex embedded software
3960,Android multimedia software
3961,Android HAL
3962,Linux user mode and kernel mode
3963,Bachelors - Information Systems
3964,IMS Stack
3965,Linux Kernel
3966, Embedded SW systems/RTOS
3967, Software debug skills and mobile device integration experience
3968, Written and verbal communication skills
3969,Bachelors - Information Systems
3970,verbal and written communication skills
3971,deductive and inductive problem solving
3972,Automotive Multimedia SW developers
3973,Android Multimedia Framework
3974,Linux ALSA Architecture
3975,audio processing pipeline
3976,virtualized Operating System
3977,Bachelors - Information Systems
3978,verbal and written communication skills
3979,deductive and inductive problem solving
3980,Automotive Multimedia SW developers
3981,Android Multimedia Framework
3982,Linux ALSA Architecture
3983,audio processing pipeline
3984,virtualized Operating System
3985,Bachelors - Information Systems
3986,verbal and written communication skills
3987,deductive and inductive problem solving
3988,Fast prototyping
3989,Bachelors - Information Systems
3990,design and architectural plans
3991,SQL queries
3992,Backend and web engineers
3993,classification and entity recognition
3994,processing analytics data
3995,(MySQL/MongoDB) Employment Type Full-time
3996,User Interfaces
3997,SQL Server
3998,HTML5/CSS3
3999,Agile methodologies
4000,"
        Azure data"
4001,Data Mart
4002,Cloud Platforms - Ms Azure
4003,Data Bricks
4004,Data Pipelines
4005,Data manipulation/Data Engineering/ Data Profiling
4006,SQL/PostgreSQL/SQL Server
4007,Apache Hadoop/HDFS
4008,Apache Spark
4009,Apache Sqoop
4010,Big Data Analytics
4011,Data Marts
4012,On-Premise
4013,Cluster computing
4014,Apache Spark
4015,Azure Cloud
4016,Data Bricks
4017,Data Pipelines
4018,Skills:- Cloud Computing
4019,performance tuning
4020,UI/UX standards
4021,cloud message APIs
4022,Apache Spark
4023,HTTP APIs
4024,Apache Kafka
4025,AWS Kinesis
4026,AWS tools
4027,Apache Kafka
4028,AWS Lambda
4029,BS/MS degree
4030,Android SDK
4031,Experience testing microservices-based multi-tiered web applications
4032,AWS/Azure/GCP
4033,SQL databases
4034,Business Process Management / workflows
4035,AWS services
4036,basic and advanced HTML5 / CSS3 features
4037,UI components
4038,C/C++/Python programming
4039,Linux operating systems
4040,Software Architectures
4041,configuration management systems
4042,MS SQL server
4043,o Azure services
4044,Azure storage
4045,UI skills - HTML
4046, Snowflake and SQL Server
4047,Snowflake -Cloud Data warehouse
4048,""" hands-on "" Snowflake Cloud Development"
4049,BI projects
4050,Snowflake cloud data warehouse
4051,SQL Server
4052,Snowflake cloud data warehouse
4053,NoSQL data stores
4054,Azure data storage
4055,performance tuning
4056,Azure Platform
4057, Certified Snowflake cloud data warehouse Architect
4058,Agile development methodologies
4059,existing BI systems
4060,GIT repositories
4061,GIT commands
4062,an Analytics Manager position
4063,performance optimization
4064,Mentor and train engineers
4065,AWS platform
4066,Experience mentoring and training engineers
4067,container technologies
4068,configuration management tools
4069,Services Oriented Architectures
4070, Custom themes
4071,Application designing / development / testing / support / enhancements
4072,functional and technical representatives
4073,automated testing frameworks
4074,concept and business requirements validations
4075,Technical and Release Documentation
4076,Beginner to Medium level
4077,Database Programming skills
4078,complete Software Development Lifecycle
4079,"Self-motivated, good interpersonal skills"
4080,SQL Server
4081,C#/VB.NET
4082,Object-oriented design experience
4083,Visual SVN
4084,a Networking / Cyber / Computer Science course
4085,Agile methods
4086,•	Object-oriented PHP development
4087,Cloud environments
4088,Adobe’s Experience Cloud ecosystem
4089,Google Big Query
4090,Adobe Web SDK Javascript library
4091,Customer Journey Analytics dashboards
4092,Adobe Experience Platform
4093,Marketing Automation experience
4094,AWS and/or Azure serverless products
4095,AWS Aurora/Dynamo DB/Redshift or Azure alternatives
4096,"Agile, SCRUM"
4097,Microsoft Azure Certifications
4098,Azure B2C
4099,similar Agile life cycle management tools
4100,MS SQL Server
4101,Microsoft Office suite
4102,SAP BW/BI solutions
4103,SAP BW modelling
4104,BW Query development experience
4105,SAP ECC6 / S/4HANA DataSource extraction
4106,ABAP development
4107,BI presentation tool development experience
4108,SAP Lumira
4109,SAP HANA development techniques
4110,SAP Analytics Cloud
4111,"(Azure, AWS"
4112,Cloud Native best practises
4113,Java applications
4114,DevOps practices
4115,DevOps practices
4116,DevOps practices
4117,API aggregation
4118,similar and NoSQL technologies
4119, Strong Object Oriented programming skills
4120,Git/GitHub/GitLab
4121,a NoSQL database engines
4122,Advanced proficiency
4123,Advanced analytical and problem-solving skills
4124,AWS technologies
4125,API Gateway
4126,Data Pipelines
4127,Test Automation
4128,Test Automation Framework(s
4129,Test Scenarios
4130,performance metrics
4131,Test Harnesses
4132,Performance Testing Frameworks
4133,CI and CD practices
4134,customer Solution migration documentation
4135,upgrade and enhanced services
4136,"Pre-Sales, Solutions Architecture teams"
4137,Key Stakeholders
4138,testing/troubleshooting
4139,Data Networking technologies
4140,Maraki Networking projects/solutions
4141,verbal and written communication skills
4142,Cisco CCNA
4143,Administering Cisco Solutions
4144,Microsoft Server/Workstation products
4145,Security clearance
4146,Data Warehouses
4147,Database Internals
4148,Performance Tuning
4149,Infrastructure Reliability
4150,Data Pipelines
4151,Archival.. Data Integrations
4152,Continuous Data Transformation Processes
4153,Elastic Search
4154,Geographic Information Systems
4155,Cloud deployments infrastructure
4156,Continuous Integration/Continuous Delivery
4157,Ansible.. Test Driven Development Practices
4158,Agile/DevOps/Site Reliability Engineering experience
4159, C programming languages skills
4160,OS internals
4161,designing and pre-planning efforts
4162,PL/SQL syntax
4163,the Agile development process
4164,Agile scrum methodology
4165,Data Platform / Warehouse / Lake engineering
4166,.. Excellent SQL skills
4167,Data Governance processes
4168,Elastic Search
4169,API Management
4170,JavaScript/jQuery
4171,asynchronous and multi-threading methods
4172,Azure DevOps CI/CD
4173,Microsoft SQL Server
4174,clear and consistent SQL documentation methods
4175,WCF and/or Web API web services
4176,similar security scan solutions
4177,Strong Agile and Waterfall experience
4178,Strategic thinker
4179,Computer Science/Electrical or Mechanical Engineering
4180, Solidity knowledge
4181,Microsoft Azure
4182,multiple and evolving programs
4183,Experience/Tech Stack Requirements
4184,Express ● Middleware & DB layer
4185,Express Js
4186,Amazon RDS ● Automation and Collaboration Tools
4187,MS Teams ● Web/Application Servers
4188,Apache Tomcat
4189,Java Web Server ● 4 yrs+
4190,Agile Methodology
4191,UI/UX Designers
4192,SQL Development
4193,Azure services
4194,Azure Data Factory
4195,Synapse/DW
4196,Azure SQL DB
4197,Azure Event Hub
4198,Azure Stream Analytics
4199,Azure Functions
4200,Azure Analysis Service
4201,Azure Data Engineers
4202,Azure components
4203,Azure IT industry
4204,Azure Platform
4205,SQL Development
4206,Azure services
4207,Azure Data Factory
4208,Synapse/DW
4209,Azure SQL DB
4210,Azure Event Hub
4211,Azure Stream Analytics
4212,Azure Functions
4213,Azure Analysis Service
4214,Lean / Agile development methodologies
4215,other SQL compliant languages
4216,greenfield cloud services
4217,the API-First approach
4218,A Scrum mindset
4219,Business Analysts
4220,DevOps activities
4221,AWS infrastructure
4222, AWS Certified Associate
4223,Java programming language
4224, Unit testing methodologies
4225,automated testing platforms
4226, Agile development processes
4227,the Android SDK
4228,Kotlin programming language
4229,Data Analysts
4230,Data Architects
4231,Business Analysts
4232,Oracle ODI
4233,Data Analysts
4234,Business Analysts
4235,Microsoft .Net development platforms
4236,robust and scalable software products
4237,infrastructure provisioning
4238,AWS services
4239,API gateway
4240,Agile delivery
4241,Kanban and Scrum teams
4242,Linux administration
4243,AWS certification
4244,container orchestration tools
4245,Self-Learner
4246,Embedded C
4247,IAR Development Environment
4248,clear and concise written documents
4249,Master’s degree
4250,Amazon AWS
4251,Microsoft Azure
4252,cloud computing
4253,NoSQL solutions
4254,Memcache/Redis
4255,an AWS environment
4256,DevOps best practices
4257,reliability and fault investigations
4258,remote and onsite technical support
4259,networked and/or wireless systems
4260,a Linux environment
4261,Agile software development lifecycles
4262,Quality Assurance capabilities
4263,UI and interaction systems
4264,AR/VR
4265,a VR project
4266,A Bachelor’s degree
4267,A Master's degree
4268,XML structure
4269,XML parsers
4270,the security posture
4271,Google ecosystems
4272,Azure AD
4273,Test Scenarios
4274,an Agile environment
4275,Demonstrable Software Development experience
4276,Agile processes
4277,DevOps and Software Craftsmanship
4278,Design client-side and server-side architecture
4279,UI/UX design
4280,SQL Server
4281,Azure Integration Services
4282,SQL dialects
4283,A Master or PhD (doctorate) degree
4284,security frameworks
4285,AWS/GCP/Microsoft Azure
4286,both IT and OT environments
4287,Adaptable and flexible approach
4288,cloud capabilities
4289,"Excellent documentation, design and presentation skills"
4290,compliance and regulatory requirements
4291,strategic and tactical security guidance
4292,the security and enterprise architectures
4293,threat and vulnerability assessments
4294,design and remediation activities
4295,IT/OT and 3rd party vendors
4296,IT related vendors
4297,Key Competencies
4298,infrastructure technology cyber threats
4299,Cyber Essentials
4300,Data Partitioning
4301,Working SQL Server Jobs
4302,SQL server security model
4303,Data import/export processes
4304,Core ecosystem
4305,Microsoft web technologies
4306,SQL Server
4307, Tech stack
4308,Web API
4309,Core Java Software Engineer
4310,task and manage project timelines
4311,Product Engineering Test Technicians
4312,SAS JMP
4313,continuous process improvements
4314,CS fundamentals
4315,continuous process improvements
4316,CS fundamentals
4317,performance tuning
4318,parallel and vectorized code
4319,Design Principals
4320,UI tests framework
4321,GitHub Actions
4322,Enterprise Customer Care (ECC) Professional Services (PS) business unit
4323,deployment and technical assistance
4324,the “Legacy Quorum
4325,Azure DevOps Pipelines
4326,Development or deployment experience
4327,an Agile environment
4328,protection and power management integrated ICs
4329,analog and mixed-signal IC‘s manufacturing testing environment
4330,Analog / Digital IC testing methodologies
4331,C/C++/VBA
4332,mentorship and team leadership
4333,Microsoft Office™ products
4334,analysis datasets
4335,timely and quality development
4336,Education BA/BS/MS
4337,Good SAS experience
4338,timely and quality deliverables
4339,the Microsoft Azure ecosystem
4340,Microsoft Azure infrastructure
4341,Microsoft M365
4342,Azure.. Act
4343,accurate and up to date documentation
4344,At least three certifications
4345,Microsoft Azure
4346,Microsoft Azure / Public Cloud
4347,", AWS CSA"
4348,MS-101
4349,Other advanced certifications
4350,Microsoft Windows-based infrastructure
4351,Microsoft Azure based infrastructure
4352,non-Azure based infrastructure
4353,Azure workloads
4354,Windows Virtual Desktop
4355,centralized Microsoft management systems
4356,Azure AD designs
4357,Microsoft Endpoint Management
4358,Microsoft Azure
4359,Event Broker space
4360,Eventing and Messaging Middleware/Integration
4361,Event Streaming and messaging products
4362,IBM MQ
4363,SOA concepts
4364,Enterprise Integration Patterns and Solution architecture experience
4365,ESB/API tools
4366,API integration
4367,our UI programming model
4368,Bitcoin/Ethereum/Blockchain
4369,Design;Computer Security Design;Capability-based security
4370,Bash;Computer
4371,Operating Systems;Git
4372,Linux;Google Cloud Platform/Azure/AWS
4373,UI code
4374,UI mock-ups
4375,reusable UI components
4376,UI development
4377,Strong Object Oriented Programming Skills
4378,the Agile development processes
4379,MySQL/Oracle/SQL Server
4380,Elastic Search
4381,new and effective interactive design solutions
4382,Responsive Web Design
4383,Azure experience
4384,(Adobe Experience Manager
4385,Backend Development tools
4386,Agile development framework
4387,Backend-services
4388,Web API
4389,Computer Science fundamentals
4390,Unit Testing or Integration Testing
4391,"preferably NoSQL (Cosmos, Table storage"
4392,A Java web developer
4393,the Java programming language
4394,a Java web developer
4395,Java applications
4396,Java application development
4397,an Agile development process
4398,Primefaces.. Design systems
4399,Debugging and Troubleshooting technical issues
4400,Core Java / J2EE backend development
4401,the UI layer
4402,", SQL Server"
4403,User Interface design and development experience
4404,a JavaScript front-end framework
4405,Vue.. Experience writing unit test cases
4406,testing methodologies
4407,architectural and design reviews
4408,security test automation
4409,groundbreaking and multifaceted technologies
4410,Architectural and design review
4411,Python.. Security automation
4412,Penetration testing
4413,Citrix cloud services
4414,security fixes
4415,Penetration testing
4416,security automation
4417,security vulnerabilities
4418,System Internals
4419,Computer Science fundamentals
4420,XML schemas
4421,MS SQL Server
4422,UI Development
4423,Web APIs
4424,GCP/Azure
4425,an Agile team
4426,"technical, DevOps and product management teams"
4427,Azure Dev Ops
4428,Web UI
4429,SQL Server
4430,JavaScript/TypeScript
4431,Agile development
4432,the ERP industry
4433,SQL Server
4434,ERP application experience
4435,Vendor / Partner
4436,upstream and downstream system interactions
4437,Agile and CI-CD practices
4438,personal and team capability growth
4439,Java Enterprise Edition
4440,Java/J2EE
4441,Struts and/or Spring framework
4442,Java Server Pages
4443,Continuous Integration and Deployment Strategies
4444,XML/JSON
4445,Apache CXF
4446,Enterprise Java Beans
4447,Agile Methodology
4448,accurate and timely documentation
4449,SQL programming language
4450,SQL programming language
4451,Oracle Business Intelligence Enterprise edition
4452,SQL and data analysis skills
4453,an Agile environment
4454,Big data frameworks
4455,Apache Flink
4456,Apache Spark
4457,Data Modelling
4458,complex SQL scripts
4459,Data Visualisation tools
4460,Design circuits
4461,cloud computing techniques
4462,security frameworks
4463,user and services authorization
4464,a Software Architect
4465,exceptional Technical leadership
4466,Cyber security experience
4467,endpoint/Network protect/detection perspectives
4468,Linux/*nix
4469,the OS architecture
4470,automated testing experience
4471,Design configurable platform
4472,Java/Scala
4473,Apache Spark
4474,REST API development
4475,Apache Kafka
4476,A bachelor's degree
4477,the Microsoft .NET Stack
4478,Web APIs
4479,T-SQL/SQL Server
